Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,dataset
4395,Aggarwal's Sweets,1,New Delhi,"5, CSC Market, Pocket 8, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.263331,28.52576,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,zomato
4396,Anna Ka Dosa,1,New Delhi,"K-107/B, Ground Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.259508,28.539207,South Indian,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,41,zomato
4397,Big Chow Xpress,1,New Delhi,"433-B/5, Street 5, Govindpuri Main, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.263941,28.537069,"Chinese, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,58,zomato
4398,Bikaner Sweets & Namkeen,1,New Delhi,"J-13/12, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.254763,28.525629,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,zomato
4399,Cafe Coffee Day,1,New Delhi,"E 154, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256365,28.540988,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,33,zomato
4400,Cake Plaza,1,New Delhi,"K-78, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.259268,28.539305,"Bakery, Desserts, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,28,zomato
4401,Crispy Tokri,1,New Delhi,"H-15B, Main Road,, Delhi, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258106,28.540245,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,100,zomato
4402,De Royale Food's,1,New Delhi,"B 53, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251072,28.544233,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,22,zomato
4403,Faasos,1,New Delhi,"Shop N-9, Ground Floor, Opposite ICICI Bank, Near Govindpuri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.257337,28.537027,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,4,zomato
4404,Fouji Da Vaishno Dhaba,1,New Delhi,"36/1, Opposite Bus Depot, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.259894,28.533206,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,14,zomato
4405,Fun Bytes,1,New Delhi,"A-1, Double Storey, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251193,28.544425,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,13,zomato
4406,G's Patisserie,1,New Delhi,"Near Bhairon Temple, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.260126,28.537134,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,8,zomato
4407,Giani,1,New Delhi,"Near 15-16, Main Road, Block G, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258148,28.54013,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,17,zomato
4408,Gopals 56,1,New Delhi,"Opposite Deshbandhu College, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255439,28.541431,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,8,zomato
4409,Green Chick Chop,1,New Delhi,"10 & 12, F-7, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.253761,28.542175,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,26,zomato
4410,Heaven's Kitchen,1,New Delhi,"59-60, Mini Central Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25691,28.530722,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,85,zomato
4411,Heavens Food Corner,1,New Delhi,"DDA Market, Near Mother Dairy, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256989,28.530747,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,14,zomato
4412,Just Kababs,1,New Delhi,"Shop 9, Aravali Shopping Centre, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.253128,28.532831,"Fast Food, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,25,zomato
4413,Keventers,1,New Delhi,"Shop 1, F3, Ground Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.253492,28.542328,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10,zomato
4414,Komal Kitchen,1,New Delhi,"J-4/1A, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256081,28.528272,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7,zomato
4415,Kwality Sweets & Restaurant,1,New Delhi,"A-8, Janta Market, DDA Flats, Near 429 Bus Stand, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256248,28.528009,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,10,zomato
4416,Mehak Food Corner,1,New Delhi,"A-105, Double Storey, Opposite HDFC Bank, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.250876,28.54369,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,87,zomato
4417,Mr. Sub,1,New Delhi,"G-16-A, Main Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.257051,28.540728,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,57,zomato
4418,Muradabadi Shahi Biryani & Chicken Corner,1,New Delhi,"A-71, Kalkaji Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251205,28.544218,"North Indian, Biryani",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,24,zomato
4419,Muradabadi,1,New Delhi,"J-4/48 A, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255786,28.528337,"Mughlai, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5,zomato
4420,New Radhe Radhe Snacks Corner,1,New Delhi,"Govind Puri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.24575,28.531031,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9,zomato
4421,Nirula's Ice Cream,1,New Delhi,"F-8, Ground Floor, Main Market Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.253913,28.541941,"Desserts, Ice Cream",250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,14,zomato
4422,Noor Restaurant,1,New Delhi,"Shop 2, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255333,28.541562,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,20,zomato
4423,Paul's Homemade,1,New Delhi,"16/493, DDA Flat, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25839,28.530264,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,zomato
4424,Pinkom's Bar-Be-Que,1,New Delhi,"15/449, DDA Flats, Near DDA Central Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256886,28.530944,"North Indian, Mughlai",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12,zomato
4425,Prince of China,1,New Delhi,"31-A, Krishna Market, Opposite Deshbandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256779,28.541729,"Thai, Chinese, Seafood",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,70,zomato
4426,Punjabi Corner,1,New Delhi,"Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25066,28.543755,North Indian,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,55,zomato
4427,Punjabi Snacks,1,New Delhi,"1912/19, Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258145,28.535191,"Street Food, North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,zomato
4428,Quality Food Point,1,New Delhi,"1, Pocket A 8, CSC Market, Kalkaji Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.263475,28.525886,"North Indian, Fast Food, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10,zomato
4429,Radhe Shyam,1,New Delhi,"M-6, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.2595,28.538158,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10,zomato
4430,Raj South Indian Food,1,New Delhi,"1/2, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255194,28.54165,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8,zomato
4431,Roll Club,1,New Delhi,"6, B-41/A, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.252032,28.543064,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,91,zomato
4432,Shameem Kabab Corner,1,New Delhi,"30, Krishna Market, Opposite Deshbandu Collage, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.256575,28.541854,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,67,zomato
4433,Shiv Dhaba,1,New Delhi,"B-39/B, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251992,28.542984,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,92,zomato
4434,Silver Spoons,1,New Delhi,"A-107, Double Storey, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25765,28.535954,"North Indian, Street Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,6,zomato
4435,Takkar Dhaba,1,New Delhi,"258, Gali 3, Govindpuri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.261704,28.538047,North Indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,24,zomato
4436,The Biryani Wallas,1,New Delhi,"Govindpuri, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.260126,28.537134,Biryani,650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,26,zomato
4437,The Tuck Shop,1,New Delhi,"Govindpuri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258897,28.532694,Fast Food,700,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,17,zomato
4438,Uncle Xpress,1,New Delhi,"1, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255394,28.54166,Chinese,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,80,zomato
4439,Vaishno Rasoi,1,New Delhi,"Opposite Desh Bandhu College, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255467,28.541799,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,23,zomato
4440,Vatika,1,New Delhi,"A-373/435, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.249257,28.543133,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,52,zomato
4441,Walk To Italy,1,New Delhi,"Shop 1, 999/38, DDA Flats, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.2553,28.528584,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,11,zomato
4442,Behrouz Biryani,1,New Delhi,"Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25938,28.537766,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,30,zomato
4443,Big Dragon,1,New Delhi,"B-41, Ground Floor, Main Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251887,28.543194,"Chinese, Thai",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good,108,zomato
4444,Cafe Filter,1,New Delhi,"B-33, 1st Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.252686,28.542704,"Fast Food, Italian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,22,zomato
4445,Chowki,1,New Delhi,"Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.248005,28.542871,North Indian,750,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,89,zomato
4446,Circle Cafe and Bar,1,New Delhi,"F1, 1st Floor, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.252863,28.542269,"Cafe, North Indian, Lebanese, Continental",800,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,30,zomato
4447,FreshMenu,1,New Delhi,"Shop 1, 3rd Floor, Ramji Lal Complex, Mini Central, DDA Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.257216,28.530672,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,36,zomato
4448,Giani's,1,New Delhi,"Near 3, Kalkaji Main Road, Block F, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.253107,28.542481,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,80,zomato
4449,Gopal's 56,1,New Delhi,"1691/2, Govind Puri Extension, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258141,28.534445,"Ice Cream, Desserts, North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,71,zomato
4450,Instapizza,1,New Delhi,"Shop 1, G-34, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.258165,28.540196,"Pizza, Fast Food",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,492,zomato
4451,Just Vada Pav,1,New Delhi,"E-157, Krishna Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.252931,28.542861,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,94,zomato
4452,Khidmat,1,New Delhi,"E-9, Main Road, Near Deshbandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25448,28.541795,"North Indian, Mughlai, Chinese",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,372,zomato
4453,Naivedyam,1,New Delhi,"F-12, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.254273,28.541957,South Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,495,zomato
4454,New Shere Punjab Dhaba,1,New Delhi,"G-17/A, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.257084,28.540697,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,91,zomato
4455,Sant Sweets,1,New Delhi,"A-135, Double Storey, Near HDFC Bank, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25049,28.544,"Street Food, North Indian, Mithai",250,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,60,zomato
4456,Tikka- Way,1,New Delhi,"E-8, Kalkaji Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.254767,28.541781,"North Indian, Chinese",850,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,23,zomato
4457,Bake Bite,1,New Delhi,"J-4,135A DDA Flat, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",0,0,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3,zomato
4458,Chinese Chaat Corner,1,New Delhi,"A 385, Double Story, A Block, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",0,0,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
4459,Chocofairies,1,New Delhi,"Near Alaknanda Market, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.261663,28.538263,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3,zomato
4460,Punjabi Rasoi,1,New Delhi,"R-16, Nehru Enclave, Near Paras Ground, Main Kalkaji Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.251067,28.544609,North Indian,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,11,zomato
4461,Punjabi Xpress,1,New Delhi,"A-385, Double Story, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.249082,28.543477,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,9,zomato
4462,The Cake Factory,1,New Delhi,"14, Krishna Market, Near Desh Bandhu College, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.255786,28.542011,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.3,Red,Poor,19,zomato
4463,"34, Chowringhee Lane",1,New Delhi,"UB-101, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207148,28.680905,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,86,zomato
4464,Annapurna Restaurant,1,New Delhi,"1811, Chandrawal Road, Malka Ganj, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.206135,28.677871,"North Indian, Chinese",250,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,56,zomato
4465,BTW,1,New Delhi,"6926-33/131A, Jaipuria Mill, Ghantaghar, GT Karnal Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",0,0,"Street Food, North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,zomato
4466,Cafe Coffee Day,1,New Delhi,"9, UB, Jawahar Nagar, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207248,28.681751,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,82,zomato
4467,Chawla's Chic Inn,1,New Delhi,"4, Vardhman Tower, Shakti Nagar Chowk, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.197804,28.682367,"North Indian, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,26,zomato
4468,Chennai Hot Cafe,1,New Delhi,"E 143, Shop 4, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.204811,28.682052,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,75,zomato
4469,Daawat E Mezbaan,1,New Delhi,"26A/UA, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.208419,28.679916,"Mughlai, North Indian",800,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,77,zomato
4470,Dessert in Desert,1,New Delhi,"21-UB, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.206698,28.681964,"Cafe, Fast Food, Desserts",450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,38,zomato
4471,Domino's Pizza,1,New Delhi,"Ground Floor, 29/4,  Nangia Park, Shakti Nagar, Near Kamla Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.195376,28.679401,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,36,zomato
4472,Filmy Cafe & Bar,1,New Delhi,"4/3, 1st Floor, Roop Nagar, Near Kamla Nagar Market, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.201218,28.6835,"North Indian, Fast Food, Chinese, Continental",1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.9,Orange,Average,4,zomato
4473,Firenze,1,New Delhi,"6, 38 Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.204845,28.68396,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,25,zomato
4474,Giani,1,New Delhi,"30/26, Near Nangia Park, Shakti Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.195525,28.680104,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,41,zomato
4475,Gullu's,1,New Delhi,"2, Main Road, Malka Ganj, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207839,28.677097,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,69,zomato
4476,Manwhar,1,New Delhi,"5, Roop Nagar, Shakti Nagar Chowk, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.198289,28.681938,"South Indian, North Indian, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,69,zomato
4477,Midnight Hunger Hub,1,New Delhi,"Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",0,0,"North Indian, Fast Food, Italian, Asian",800,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,6,zomato
4478,Mini Shop,1,New Delhi,"1, UB, Opposite KM College, Bunglow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.206428,28.682476,"Fast Food, Beverages",150,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,49,zomato
4479,Nine 75 Lounge & Bar,1,New Delhi,"B-49, Kamla Nagar Main Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.20048,28.682621,"Chinese, North Indian, Italian, Continental, Fast Food",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,145,zomato
4480,Pradhan Ji Multi Cuisine Restaurant,1,New Delhi,"32-UB, Lower Ground Floor, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207372,28.680862,"North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,41,zomato
4481,Punjabi Chaap Corner,1,New Delhi,"E-146, Near Incense Showroom, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.205081,28.682168,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,15,zomato
4482,Sagar Ratna,1,New Delhi,"115-A, Ground Floor, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.198684,28.681658,"South Indian, North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,109,zomato
4483,Shiva Coffee & South Indian Fast Food,1,New Delhi,"1-D, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.199757,28.682385,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,41,zomato
4484,The Ice Cafe,1,New Delhi,"25-UB, Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.206959,28.681598,"Cafe, Chinese, Continental, Italian, Desserts, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,28,zomato
4485,Tikka Junction,1,New Delhi,"Shop G 2, Vardhaman City Centre, Near Shakti Nagar Underpass, Gulabi Bagh, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.189055,28.678008,"North Indian, Chinese",750,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,21,zomato
4486,Trending Eats,1,New Delhi,"23,Sai Dhaam PG,Bungalow Road,Block UA,Jawahar Nagar, Near Hansraj college, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.208495,28.679896,"Italian, Fast Food",800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,21,zomato
4487,Twenty Four Seven,1,New Delhi,"23, Opposite Hansraj Hostel, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.208045,28.678689,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,53,zomato
4488,Vikrant Cafe,1,New Delhi,"13-A, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.199953,28.679932,"South Indian, North Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,145,zomato
4489,Vishal Restaurant,1,New Delhi,"5122, Building Harphool Singh, Clock Tower, Subzi Mandi, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.202925,28.675602,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,24,zomato
4490,Badri Prasad Ramesh Kumar Caterers,1,New Delhi,"66-67/E, Near Chota Gali Chakkar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.203469,28.682646,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,12,zomato
4491,Bistro,1,New Delhi,"Jawahar Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207506,28.680698,Beverages,150,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,55,zomato
4492,Chaudhary Sweets Corner,1,New Delhi,"10/18, Shakti Nagar, Near Roshanara Club, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.196349,28.677217,"Desserts, Beverages",300,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,36,zomato
4493,Chowringhee,1,New Delhi,"16 UB, Jawahar Nagar, Bungalow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.207444,28.681003,"Fast Food, Beverages",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,108,zomato
4494,Cones & Curries,1,New Delhi,"Shop 28, Jawahar Nagar, Opposite Hansraj Boys Hostel, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.208375,28.680111,Fast Food,250,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,151,zomato
